4448	3936	4029	1138	2685	2413	2139	1776	4541	3537	3444	3444	3551	3551	2840	2291	2365	2309	2250	2226	
4448	3850	3664	549	1590	2413	2413	2413	4888	3253	3339	3265	3408	3289	3038	2487	2487	2481	2313	2401	
3651	3651	3414	3638	1633	2250	1948	1826	3198	3265	3197	3093	3234	3364	3476	3026	3364	3198	3074	3638	
3837	3499	3537	3289	1826	2685	2927	3038	3222	3160	3123	3123	2988	3098	3289	3038	3537	3364	3289	2388	
3664	3364	3382	3265	3289	3110	3172	3038	3038	3098	3038	2883	3172	3234	3197	3234	3488	3197	3364	3198	
3537	3382	3265	3234	3197	3093	2961	3038	2988	2840	3038	2883	2969	2902	3038	3038	3327	3148	3123	3234	
3537	3172	3148	3135	2995	3077	3001	2977	2778	2814	2852	3110	2827	3038	3289	3197	3222	3038	3038	3123	
3197	3265	3123	3077	3038	3004	3007	2890	2880	2814	2901	2840	2747	3038	3038	2840	3038	3116	3148	3234	
3339	3135	3038	3038	2977	2943	2871	2911	2840	2806	2808	2648	2685	2778	2778	2927	2988	3038	3038	2952	
3253	3123	3038	2977	2951	2871	2843	2911	2741	2852	2806	2716	2685	2868	2901	2921	3004	2927	3038	3038	
3110	3135	3038	3038	2927	2828	2858	2796	2827	2836	2808	2794	2827	2874	2812	2850	2915	3038	2988	3234	
2969	3087	3001	2978	2858	2911	2852	2836	2757	2769	2769	2769	2822	2796	2880	2834	2943	3071	2988	3038	
3098	3081	3073	2915	2871	2858	2874	2778	2579	2214	2198	2231	2270	2331	2437	2506	2669	2766	2877	2969	
3110	3081	3038	2927	2911	2874	2794	2846	2443	2189	2176	2191	2207	2199	2194	2220	2214	2247	2255	2287	
3038	2977	2933	2957	2880	2921	2796	2808	2429	2189	2182	2185	2186	2224	2210	2209	2229	2244	2274	2301	
2772	2945	2957	3007	2901	2901	2827	2796	2429	2187	2197	2170	2165	2158	2180	2192	2202	2226	2241	2249	
2814	2967	3038	3065	2933	2880	2858	2843	2413	2231	2202	2152	2137	2100	2028	1903	1770	1674	1625	1673	
2796	2963	2976	2951	2976	2871	2850	2858	2393	2263	2238	1634	1597	1604	1612	1622	1623	1647	1658	1694	
2812	3012	3000	3038	2976	2982	2927	2880	2390	2241	2215	1647	1602	1621	1623	1629	1640	1658	1678	1713	
2871	3065	3144	3100	3071	3007	2951	2951	2437	2214	2235	1700	1624	1632	1636	1655	1663	1665	1689	1721	
2858	3100	3225	3148	3038	3144	2943	2951	2413	2233	2238	1760	1622	1632	1645	1683	1717	1678	1690	1738	
2943	3098	3144	3100	3038	3038	3098	3004	2386	2297	2244	1799	1645	1658	1674	1635	1627	1578	1683	1680	
2827	2933	2929	2927	2915	2886	2879	2838	2462	2301	2324	1915	1669	1652	1688	1662	1717	1630	1754	1730	
2669	2681	2669	2628	2668	2617	2675	2623	2569	2500	2462	2102	1696	1712	1713	1735	1763	1766	1751	1809	
2586	2497	2512	2470	2485	2457	2431	2413	2376	2395	2355	2272	1721	1735	1751	1757	1772	1788	1826	1853	
