4976	3138	3702	612	4976	3138	3138	3702	3138	3089	2452	3138	3702	4362	4952	3702	4604	151	128	101	
1889	2841	4952	4976	3138	3138	3702	3138	3138	3138	2841	3138	2452	4976	4976	4362	4704	163	126	120	
1202	1226	1202	4976	2452	3702	2841	2841	3138	3089	3353	3353	2452	2841	2452	1202	4976	117	123	109	
1202	2452	3453	3702	2452	3138	2476	2452	3089	2940	2841	2452	3728	3702	3453	3728	4952	108	137	119	
1839	1202	3702	3702	2476	2452	2749	2749	2940	2841	2476	2841	2940	4976	3353	1202	4952	159	135	118	
2104	2104	2452	4976	2749	3138	2452	2841	3089	2841	2749	2476	2452	3138	3138	3728	4362	151	151	124	
2011	1889	2476	2841	2841	2662	2476	2940	2940	2476	2940	2749	2476	2841	3089	2476	4952	142	147	123	
2203	2203	2841	2476	2841	2662	2452	2749	2476	2476	2662	2452	2662	2452	2841	3138	4952	129	142	115	
1839	2452	3089	2749	2452	2464	2476	2662	2662	2662	2785	2841	2662	2452	2841	3138	4976	145	158	134	
2011	2749	3089	2662	2940	2785	2650	2476	2476	2476	2601	2290	2749	2841	2940	2749	341	159	136	131	
1740	2452	2662	3089	2452	2940	2476	2650	2650	2650	2476	2476	2841	2476	2841	2452	4604	164	134	131	
2011	2476	2749	2452	2749	2940	2662	2476	2601	2785	2464	2662	2662	2749	2841	2452	4952	161	148	128	
2104	2011	2940	2650	2841	2785	2841	2650	2476	2601	2841	2662	2841	3089	2841	2104	4952	151	146	136	
1851	2203	2940	2749	2749	2662	2464	2736	2476	2314	2476	2464	2662	2662	2749	2452	341	172	140	130	
1839	2104	2940	2662	2749	2841	2662	2452	2650	2662	2650	2662	2464	2749	2662	2452	249	166	137	140	
1851	2203	2452	2662	2452	2476	2662	2601	2464	2650	2476	2662	2464	2662	3089	4952	151	158	137	137	
1839	1889	2749	2476	2476	2785	2940	2662	2650	2290	2452	2940	2749	2452	2476	4976	4976	167	152	131	
1851	2104	2841	2749	3089	2841	2785	2749	2841	2476	2841	2662	2940	2749	2452	4976	108	158	140	142	
3702	2841	3089	2841	2476	2662	2749	2662	2476	2476	2662	2841	2452	2841	3138	4952	330	166	144	141	
4976	3702	3089	2841	3089	2662	2452	2749	2452	2464	2940	2841	3138	2476	2452	4976	212	168	135	139	
1202	4976	2841	3138	2476	2940	2749	2749	2476	2841	2940	3089	2841	3702	3728	162	212	156	137	145	
1202	3702	2104	3728	2452	2841	3089	2476	2841	3728	3353	2104	3138	1889	4976	4976	172	166	144	150	
4976	3138	1202	3138	3353	3702	2452	2476	3138	3138	2476	4976	3702	1202	4976	4976	98	147	144	137	
4952	3702	3702	3702	3353	3702	2841	3089	4976	3728	4952	3702	4976	4976	4704	4976	113	158	152	135	
4976	4976	3702	3138	3138	3702	3702	3453	3702	1889	4093	4976	4362	4093	249	4851	146	166	148	151	
