2354	2305	2314	2287	2235	2279	2231	2253	2231	2253	2258	2285	2248	2258	2293	2303	2277	2320	2348	2380	
2480	2480	2666	2108	2108	2156	2263	2287	2318	2404	2478	2404	2404	2336	2200	2156	2672	2591	2845	2468	
3142	3356	2845	2368	2480	2554	2404	2480	2480	2416	2432	2442	2453	2414	2108	2015	3165	3177	3105	3356	
2845	2752	3105	3105	2672	2591	2579	2764	2554	2330	2368	2360	2399	2305	2015	2579	3055	3105	3020	2666	
2994	3037	2982	2875	2894	2827	2873	2867	2480	2320	2402	2387	2368	2181	2108	2947	2982	2994	2994	2468	
2845	2994	2935	2894	2845	2845	2900	2833	2700	2336	2348	2348	2207	2368	2869	2869	2935	3020	2814	2480	
2950	2827	2869	2867	2833	2817	2789	2789	2777	2567	2303	2354	2653	2808	2833	2833	2976	2919	3043	2653	
2950	2900	2833	2783	2770	2702	2752	2772	2783	2749	2796	2736	2752	2802	2833	2882	2888	2907	2968	2944	
2919	2847	2833	2756	2745	2772	2762	2762	2719	2752	2752	2762	2772	2745	2805	2802	2833	2845	3034	2919	
2919	2827	2796	2752	2764	2745	2762	2736	2746	2746	2746	2712	2802	2752	2764	2863	2833	2888	2935	2882	
2894	2752	2783	2777	2796	2788	2680	2719	2702	2686	2702	2746	2712	2752	2823	2805	2845	2845	2962	2994	
2950	2873	2833	2777	2736	2736	2675	2691	2698	2719	2698	2698	2702	2752	2728	2821	2847	2833	2888	3049	
2969	2847	2736	2736	2762	2701	2675	2744	2691	2707	2735	2712	2752	2745	2764	2702	2802	2901	2894	2944	
2764	2736	2796	2764	2745	2701	2686	2702	2691	2728	2735	2719	2714	2762	2736	2845	2802	2814	2935	3055	
2845	2554	2736	2736	2653	2695	2746	2702	2675	2698	2702	2742	2647	2386	2520	2756	2805	2814	2833	2774	
1893	1843	2083	2135	2182	2690	2736	2719	2691	2691	2696	2742	2689	2358	1783	1517	1630	2375	2312	2138	
1206	2015	2144	2135	2265	2696	2712	2712	2698	2714	2757	2755	2751	2469	2177	1571	1289	1264	1230	1696	
2108	1843	2138	2089	2253	2604	2709	2728	2742	2709	2775	2783	2760	2613	2376	1949	1563	1268	1031	942	
2108	2156	2144	2061	2275	2777	2728	2752	2758	2757	2775	2778	2779	2781	2480	2258	1855	1486	1280	1098	
2207	2163	2156	2089	2348	2702	2673	2668	2700	2661	2724	2752	2736	2756	2735	2402	2052	1708	1441	1230	
2225	2156	2287	1965	2398	2720	2796	2572	2550	2562	2526	2564	2567	2554	2507	2451	2142	1866	1563	1405	
2052	2052	2108	2181	2305	2480	2554	2325	2333	2353	2332	2340	2365	2335	2354	2314	2138	1933	1682	1496	
2480	2200	2225	2108	2388	2678	2313	2116	2121	2121	2126	2136	2164	2147	2132	2115	2082	1947	1738	1568	
2108	2015	2231	2052	2480	2416	1971	1926	1923	1917	1947	1936	1928	1983	1950	1955	1944	1831	1743	1627	
2398	2438	2386	2343	2341	2297	1793	1788	1776	1750	1793	1773	1762	1805	1771	1782	1800	1789	1784	1589	
